0,403.294598,13988.718552,0
1,12710.392329,173.862943,0
2,6416.984318,17403.846906,0
3,11571.833379,3523.747767,0
4,12127.223946,9249.838269,0
5,4854.334200,16910.295299,0
6,2481.802272,1964.719696,0
7,17157.251527,10730.773730,0
8,3287.699051,5317.476521,0
9,16058.070716,10258.525811,0
10,3032.161763,12030.046248,0
11,11632.532589,17189.053543,0
12,7046.227810,3440.074025,0
13,8454.636137,9443.101172,0
14,19518.045690,10571.132273,0
15,13541.608917,2316.655949,0
16,2307.865342,7489.147674,0
17,10323.983930,6705.638673,0
18,13515.913383,2366.313636,0
19,19083.548072,549.131129,0
20,5439.829756,8090.934444,0
21,10185.332400,1194.130054,0
22,3943.282336,16530.685952,0
23,15933.826901,18449.289655,0
24,1358.021005,12218.907354,0
25,13229.787370,14901.601084,0
26,10843.193381,4081.890017,0
27,10411.071396,5728.506561,0
28,13601.492992,6060.677417,0
29,13438.744706,2142.311272,0
30,3560.658277,3211.168490,0
31,16804.513981,16870.723943,0
32,16704.894009,5828.776622,0
33,14500.835362,3254.342590,0
34,1415.274159,3074.981268,0
35,4191.135469,4524.908532,0
36,154.827355,7205.262933,0
37,16378.414521,13321.166855,0
38,15087.907226,941.175462,0
39,4158.330652,6833.037536,0
40,9240.069323,2000.771195,0
41,9590.481223,1386.924104,0
42,16172.270810,929.864820,0
43,2800.207084,13875.596642,0
44,18159.266156,3754.381871,0
45,15935.984623,17790.941318,0
46,957.625326,10481.702015,0
47,18627.701306,8245.513975,0
48,3764.837961,9901.259785,0
49,15287.543908,34.693289,0
50,19165.768445,12375.254471,0
51,16251.622655,19100.162278,0
52,8579.409275,4577.823263,0
53,13622.376917,16899.116799,0
54,11666.539187,16244.456025,0
55,1863.397313,17150.682857,0
56,9727.209803,15969.464388,0
57,11854.556550,12039.118753,0
58,13127.343297,131.986272,0
59,4094.292787,14102.921733,0
60,11878.028525,532.161030,0
61,2811.362489,9648.382314,0
62,17218.660711,9740.966665,0
63,2236.388080,3527.635113,0
64,16479.268471,19273.524147,0
65,14658.742428,10129.457160,0
66,16693.711575,16474.613577,0
67,17159.112226,16536.532778,0
68,14346.868424,18788.949273,0
69,10365.841754,5889.138266,0
